Command,Type,X,Y,Parameters,Raw_Hex
94,POINT,0,33310,"",61001e82
95,POINT,0,33310,"",61001e82
96,POINT,0,33310,"",61001e82
97,POINT,0,33310,"",61001e82
98,POINT,0,33310,"",61001e82
99,POINT,0,33310,"",61001e82
100,POINT,0,33438,"",61009e82
101,POINT,0,33438,"",61009e82
102,POINT,0,33438,"",61009e82
103,POINT,0,33438,"",61009e82
104,POINT,0,33438,"",61009e82
105,POINT,0,33438,"",61009e82
106,POINT,0,33438,"",61009e82
107,POINT,0,33438,"",61009e82
108,POINT,0,33438,"",61009e82
109,POINT,0,33438,"",61009e82
110,POINT,0,33438,"",61009e82
111,POINT,0,33310,"",61001e82
112,POINT,0,33310,"",61001e82
113,POINT,0,33310,"",61001e82
114,POINT,0,33310,"",61001e82
115,POINT,0,33310,"",61001e82
116,POINT,0,33310,"",61001e82
117,POINT,0,33310,"",61001e82
118,POINT,0,33310,"",61001e82
119,POINT,0,33310,"",61001e82
120,POINT,0,33310,"",61001e82
121,POINT,0,33310,"",61001e82
122,POINT,0,33438,"",61009e82
123,POINT,0,33438,"",61009e82
124,POINT,0,33694,"",61009e83
125,POINT,0,33438,"",61009e82
126,POINT,0,33438,"",61009e82
127,POINT,0,33694,"",61009e83
128,POINT,0,33438,"",61009e82
129,POINT,0,33438,"",61009e82
130,POINT,0,33694,"",61009e83
131,POINT,0,33438,"",61009e82
132,POINT,0,33694,"",61009e83
133,POINT,0,30,"",61001e00
134,POINT,0,33054,"",61001e81
135,POINT,0,33054,"",61001e81
136,POINT,0,30,"",61001e00
137,POINT,0,33054,"",61001e81
138,POINT,0,33054,"",61001e81
139,POINT,0,33054,"",61001e81
140,POINT,0,30,"",61001e00
141,POINT,0,33054,"",61001e81
142,POINT,0,33054,"",61001e81
143,POINT,0,33054,"",61001e81
144,POINT,0,158,"",61009e00
145,POINT,0,158,"",61009e00
146,POINT,0,158,"",61009e00
147,SPEED,0,0,"0,0,0",02000000
148,LINEAR_MOVE,39936,775,"",03009c0703
149,UNKNOWN,0,0,"0",00
150,UNKNOWN,0,0,"157",9d
151,UNKNOWN,0,0,"8",08
152,LINEAR_MOVE,40192,775,"",03009d0703
153,UNKNOWN,0,0,"0",00
154,UNKNOWN,0,0,"157",9d
155,UNKNOWN,0,0,"8",08
156,LINEAR_MOVE,40192,775,"",03009d0703
157,UNKNOWN,0,0,"0",00
158,UNKNOWN,0,0,"157",9d
159,UNKNOWN,0,0,"8",08
160,LINEAR_MOVE,40192,775,"",03009d0703
161,UNKNOWN,0,0,"0",00
162,UNKNOWN,0,0,"157",9d
163,UNKNOWN,0,0,"8",08
164,LINEAR_MOVE,40192,7944,"",03009d081f
165,UNKNOWN,0,0,"0",00
166,UNKNOWN,0,0,"0",00
167,UNKNOWN,0,0,"0",00
