Command,Type,X,Y,Parameters,Raw_Hex
238,POINT,0,414,"",61009e01
239,POINT,0,670,"",61009e02
240,POINT,0,414,"",61009e01
241,POINT,0,670,"",61009e02
242,POINT,0,414,"",61009e01
243,POINT,0,670,"",61009e02
244,POINT,0,414,"",61009e01
245,POINT,0,670,"",61009e02
246,POINT,0,286,"",61001e01
247,POINT,0,286,"",61001e01
248,POINT,0,542,"",61001e02
249,POINT,0,286,"",61001e01
250,POINT,0,542,"",61001e02
251,POINT,0,286,"",61001e01
252,POINT,0,542,"",61001e02
253,POINT,0,286,"",61001e01
254,POINT,0,542,"",61001e02
255,POINT,0,286,"",61001e01
256,POINT,0,286,"",61001e01
257,POINT,0,542,"",61001e02
258,POINT,0,286,"",61001e01
259,POINT,0,542,"",61001e02
260,POINT,0,286,"",61001e01
261,POINT,0,542,"",61001e02
262,POINT,0,286,"",61001e01
263,POINT,0,542,"",61001e02
264,POINT,0,286,"",61001e01
265,POINT,0,542,"",61001e02
266,POINT,0,668,"",61009c02
267,POINT,0,925,"",61009d03
268,POINT,0,668,"",61009c02
269,POINT,0,925,"",61009d03
270,POINT,0,668,"",61009c02
271,POINT,0,925,"",61009d03
272,POINT,0,668,"",61009c02
273,POINT,0,925,"",61009d03
274,POINT,0,925,"",61009d03
275,POINT,0,668,"",61009c02
276,POINT,0,925,"",61009d03
277,POINT,0,668,"",61009c02
278,POINT,0,925,"",61009d03
279,POINT,0,668,"",61009c02
280,POINT,0,925,"",61009d03
281,POINT,0,925,"",61009d03
282,POINT,0,668,"",61009c02
283,POINT,0,925,"",61009d03
284,POINT,0,668,"",61009c02
285,POINT,0,925,"",61009d03
286,POINT,0,925,"",61009d03
287,POINT,0,30,"",61001e00
288,POINT,0,30,"",61001e00
289,POINT,0,30,"",61001e00
290,POINT,0,30,"",61001e00
291,POINT,0,30,"",61001e00
292,POINT,0,30,"",61001e00
293,POINT,0,30,"",61001e00
294,POINT,0,30,"",61001e00
295,POINT,0,30,"",61001e00
296,POINT,0,30,"",61001e00
297,POINT,0,30,"",61001e00
298,POINT,0,30,"",61001e00
299,POINT,0,30,"",61001e00
300,POINT,0,30,"",61001e00
301,POINT,0,30,"",61001e00
302,POINT,0,30,"",61001e00
303,POINT,0,30,"",61001e00
304,POINT,0,30,"",61001e00
305,POINT,0,30,"",61001e00
306,POINT,0,30,"",61001e00
307,SEPARATOR,0,0,"0,158,0",01009e00
308,SEPARATOR,0,0,"0,158,0",01009e00
309,SEPARATOR,0,0,"0,158,0",01009e00
310,SEPARATOR,0,0,"0,158,0",01009e00
311,SPEED,0,0,"0,0,0",02000000
312,LINEAR_MOVE,38400,919,"",0300969703
313,UNKNOWN,0,0,"0",00
314,UNKNOWN,0,0,"150",96
315,UNKNOWN,0,0,"151",97
316,LINEAR_MOVE,38656,919,"",0300979703
317,UNKNOWN,0,0,"0",00
