Command,Type,X,Y,Parameters,Raw_Hex
54,POINT,0,158,"",61009e00
55,POINT,0,157,"",61009d00
56,POINT,0,157,"",61009d00
57,POINT,0,158,"",61009e00
58,POINT,0,157,"",61009d00
59,POINT,0,157,"",61009d00
60,POINT,0,158,"",61009e00
61,POINT,0,157,"",61009d00
62,POINT,0,157,"",61009d00
63,POINT,0,158,"",61009e00
64,POINT,0,157,"",61009d00
65,POINT,0,157,"",61009d00
66,POINT,0,158,"",61009e00
67,POINT,0,157,"",61009d00
68,POINT,0,158,"",61009e00
69,POINT,0,33053,"",61001d81
70,POINT,0,33309,"",61001d82
71,POINT,0,33054,"",61001e81
72,POINT,0,33309,"",61001d82
73,POINT,0,33053,"",61001d81
74,POINT,0,33310,"",61001e82
75,POINT,0,33053,"",61001d81
76,POINT,0,33309,"",61001d82
77,POINT,0,33054,"",61001e81
78,POINT,0,33309,"",61001d82
79,POINT,0,33053,"",61001d81
80,POINT,0,33310,"",61001e82
81,POINT,0,33053,"",61001d81
82,POINT,0,33309,"",61001d82
83,POINT,0,33054,"",61001e81
84,POINT,0,33309,"",61001d82
85,POINT,0,33053,"",61001d81
86,POINT,0,33310,"",61001e82
87,POINT,0,33053,"",61001d81
88,POINT,0,33309,"",61001d82
89,POINT,0,33054,"",61001e81
90,POINT,0,33309,"",61001d82
91,POINT,0,33310,"",61001e82
92,POINT,0,33181,"",61009d81
93,POINT,0,33437,"",61009d82
94,POINT,0,33182,"",61009e81
95,POINT,0,33437,"",61009d82
96,POINT,0,33181,"",61009d81
97,POINT,0,33438,"",61009e82
98,POINT,0,33181,"",61009d81
99,POINT,0,33437,"",61009d82
100,POINT,0,33182,"",61009e81
101,POINT,0,33437,"",61009d82
102,POINT,0,33181,"",61009d81
103,POINT,0,33438,"",61009e82
104,POINT,0,33181,"",61009d81
105,POINT,0,33437,"",61009d82
106,POINT,0,33182,"",61009e81
107,POINT,0,33437,"",61009d82
108,POINT,0,33181,"",61009d81
109,POINT,0,33438,"",61009e82
110,POINT,0,33181,"",61009d81
111,POINT,0,33437,"",61009d82
112,POINT,0,33182,"",61009e81
113,POINT,0,33437,"",61009d82
114,POINT,0,33438,"",61009e82
115,POINT,0,33053,"",61001d81
116,POINT,0,33309,"",61001d82
117,POINT,0,33054,"",61001e81
118,POINT,0,33309,"",61001d82
119,POINT,0,33053,"",61001d81
120,POINT,0,33310,"",61001e82
121,POINT,0,33053,"",61001d81
122,POINT,0,33309,"",61001d82
123,POINT,0,33054,"",61001e81
124,POINT,0,33309,"",61001d82
125,POINT,0,33053,"",61001d81
126,POINT,0,33310,"",61001e82
127,POINT,0,33053,"",61001d81
128,POINT,0,33309,"",61001d82
129,POINT,0,33054,"",61001e81
130,POINT,0,33309,"",61001d82
131,POINT,0,33053,"",61001d81
132,POINT,0,33310,"",61001e82
133,POINT,0,33053,"",61001d81
134,POINT,0,33309,"",61001d82
135,POINT,0,33054,"",61001e81
136,POINT,0,33309,"",61001d82
137,POINT,0,33310,"",61001e82
138,POINT,0,33181,"",61009d81
139,POINT,0,33437,"",61009d82
140,POINT,0,33182,"",61009e81
141,POINT,0,33437,"",61009d82
142,POINT,0,33181,"",61009d81
143,POINT,0,33438,"",61009e82
144,POINT,0,33181,"",61009d81
145,POINT,0,33437,"",61009d82
146,POINT,0,33182,"",61009e81
147,POINT,0,33437,"",61009d82
148,POINT,0,33181,"",61009d81
149,POINT,0,33438,"",61009e82
150,POINT,0,33181,"",61009d81
151,POINT,0,33437,"",61009d82
152,POINT,0,33182,"",61009e81
153,POINT,0,33437,"",61009d82
154,POINT,0,33181,"",61009d81
155,POINT,0,33438,"",61009e82
156,POINT,0,33181,"",61009d81
157,POINT,0,33437,"",61009d82
158,POINT,0,33182,"",61009e81
159,POINT,0,33437,"",61009d82
160,POINT,0,33438,"",61009e82
161,POINT,0,33053,"",61001d81
162,POINT,0,33309,"",61001d82
163,POINT,0,33054,"",61001e81
164,POINT,0,33309,"",61001d82
165,POINT,0,33053,"",61001d81
166,POINT,0,33310,"",61001e82
167,POINT,0,33053,"",61001d81
168,POINT,0,33309,"",61001d82
169,POINT,0,33054,"",61001e81
170,POINT,0,33309,"",61001d82
171,POINT,0,33053,"",61001d81
172,POINT,0,33310,"",61001e82
173,POINT,0,33053,"",61001d81
174,POINT,0,33309,"",61001d82
175,POINT,0,33054,"",61001e81
176,POINT,0,33309,"",61001d82
177,POINT,0,33053,"",61001d81
178,POINT,0,33310,"",61001e82
179,POINT,0,33053,"",61001d81
180,POINT,0,33309,"",61001d82
181,POINT,0,33054,"",61001e81
182,POINT,0,33309,"",61001d82
183,POINT,0,33310,"",61001e82
184,POINT,0,157,"",61009d00
185,POINT,0,157,"",61009d00
186,POINT,0,158,"",61009e00
187,POINT,0,157,"",61009d00
188,POINT,0,157,"",61009d00
189,POINT,0,158,"",61009e00
190,POINT,0,157,"",61009d00
191,POINT,0,157,"",61009d00
192,POINT,0,158,"",61009e00
193,POINT,0,157,"",61009d00
194,POINT,0,157,"",61009d00
195,POINT,0,158,"",61009e00
196,POINT,0,157,"",61009d00
197,POINT,0,157,"",61009d00
198,POINT,0,158,"",61009e00
199,POINT,0,157,"",61009d00
200,POINT,0,157,"",61009d00
201,POINT,0,158,"",61009e00
202,POINT,0,157,"",61009d00
203,POINT,0,157,"",61009d00
204,POINT,0,158,"",61009e00
205,POINT,0,157,"",61009d00
206,POINT,0,158,"",61009e00
207,POINT,0,30,"",61001e00
208,POINT,0,30,"",61001e00
209,POINT,0,30,"",61001e00
210,SPEED,0,0,"0,0,0",02000000
211,LINEAR_MOVE,5376,786,"",0300151203
212,UNKNOWN,0,0,"0",00
213,UNKNOWN,0,0,"22",16
214,UNKNOWN,0,0,"19",13
215,LINEAR_MOVE,5376,786,"",0300151203
216,UNKNOWN,0,0,"0",00
217,UNKNOWN,0,0,"22",16
218,UNKNOWN,0,0,"19",13
219,LINEAR_MOVE,5376,787,"",0300151303
220,UNKNOWN,0,0,"0",00
221,UNKNOWN,0,0,"22",16
222,UNKNOWN,0,0,"18",12
223,LINEAR_MOVE,5376,787,"",0300151303
224,UNKNOWN,0,0,"0",00
225,UNKNOWN,0,0,"22",16
226,UNKNOWN,0,0,"18",12
227,LINEAR_MOVE,5376,787,"",0300151303
228,UNKNOWN,0,0,"0",00
229,UNKNOWN,0,0,"22",16
230,UNKNOWN,0,0,"19",13
231,FUNCTION,0,0,"0,0,0",1f000000
